PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;PERIODO_ANALISIS;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;059;07;08;02;13;05;08;00003;V;00005;V;00006;V;00007;V;00005;V;00008;V;00018;V;00031;V;00049;V;00048;V;00037;V;00026;V;00012;V;00009;V;00005;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00003;V;00002;V;00002;V
28;079;059;07;08;02;13;05;09;00002;V;00003;V;00003;V;00003;V;00002;V;00002;V;00003;V;00019;V;00036;V;00050;V;00013;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00003;V;00003;V;00003;V;00002;V
28;079;059;07;08;02;13;05;10;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00010;V;00036;V;00032;V;00014;V;00007;V;00607;N;00864;N;00006;V;00004;V;00004;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;059;07;08;02;13;05;11;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00004;V;00005;V;00007;V;00005;V;00004;V;00005;V;00004;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V
28;079;059;07;08;02;13;05;12;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00005;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V
28;079;059;07;08;02;13;05;13;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00008;V;00008;V;00011;V;00008;V;00006;V;00005;V;00005;V;00004;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00004;V;00004;V
28;079;059;07;08;02;13;05;14;00004;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00008;V;00017;V;00008;V;00005;V;00005;V;00006;V;00007;V;00005;V;00004;V;00003;V;00009;V;00009;V;00004;V;00003;V;00003;V;00003;V;00002;V
28;079;059;07;08;02;13;05;15;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;16;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00008;V;00023;V;00030;V;00022;V;00016;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00005;V;00005;V;00003;V;00003;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;17;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00003;V;00007;V;00009;V;00012;V;00008;V;00005;V;00009;V;00005;V;00006;V;00004;V;00006;V;00007;V;00006;V;00004;V;00003;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;18;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00005;V;00004;V;00003;V;00003;V;00005;V;00006;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;19;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;20;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00009;V;00012;V;00009;V;00006;V;00002;V;00002;V;00003;V;00003;V;00003;V;00005;V;00005;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V
28;079;059;07;08;02;13;05;21;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V;00002;V;00007;V;00009;V;00006;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;22;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00006;V;00041;V;00007;V;00009;V;00012;V;00006;V;00008;V;00320;N;00007;V;00005;V;00005;V;00006;V;00005;V;00004;V;00003;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;23;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00007;V;00011;V;00007;V;00004;V;00005;V;00006;V;00009;V;00012;V;00010;V;00006;V;00005;V;00006;V;00005;V;00004;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;24;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00006;V;00010;V;00007;V;00007;V;00004;N;00708;N;00452;N;00008;V;00008;V;00006;V;00005;V;00004;V;00003;V;00003;V;00002;V;00001;V;00001;V;00001;V
28;079;059;07;08;02;13;05;25;00001;V;00001;V;00002;V;00003;V;00002;V;00002;V;00011;V;00014;V;00010;V;00005;V;00004;V;00004;V;00003;V;00004;V;00005;V;00005;V;00004;V;00003;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;059;07;08;02;13;05;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00004;V;00005;V;00003;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;059;07;08;02;13;05;27;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00018;V;00011;V;00017;V;00016;V;00005;V;00004;V;00004;V;00003;V;00003;V;00002;V;00003;V;00010;V;00009;V;00006;V;00004;V;00002;V;00002;V
28;079;059;07;08;02;13;05;28;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00003;V;00010;V;00013;V;00009;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;059;07;08;02;13;05;29;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00005;V;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00001;V;00002;V
28;079;059;07;08;02;13;05;30;00001;V;00002;V;00001;V;00002;V;00001;V;00001;V;00004;V;00009;V;00010;V;00031;V;00024;V;00015;V;00008;V;00004;V;00004;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V
28;079;059;07;08;02;13;05;31;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00007;V;00031;V;00006;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;059;08;08;02;13;05;01;00043;V;00030;V;00020;V;00011;V;00007;V;00005;V;00009;V;00017;V;00013;V;00013;V;00013;V;00008;V;00008;V;00008;V;00015;V;00008;V;00002;V;00003;V;00007;V;00005;V;00006;V;00014;V;00019;V;00025;V
28;079;059;08;08;02;13;05;02;00024;V;00017;V;00004;V;00003;V;00004;V;00003;V;00004;V;00011;V;00005;V;00009;V;00003;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00009;V;00014;V;00018;V
28;079;059;08;08;02;13;05;03;00005;V;00002;V;00003;V;00005;V;00005;V;00001;V;00003;V;00011;V;00008;V;00005;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V;00010;V;00011;V;00008;V
28;079;059;08;08;02;13;05;04;00006;V;00004;V;00003;V;00004;V;00002;V;00004;V;00006;V;00004;V;00006;V;00010;V;00007;V;00003;V;00002;V;00003;V;00003;V;00004;V;00004;V;00005;V;00007;V;00008;V;00015;V;00027;V;00047;V;00042;V
28;079;059;08;08;02;13;05;05;00035;V;00024;V;00009;V;00005;V;00005;V;00009;V;00003;V;00012;V;00012;V;00003;V;00005;V;00007;V;00011;V;00010;V;00008;V;00006;V;00003;V;00001;V;00001;V;00002;V;00004;V;00021;V;00028;V;00038;V
28;079;059;08;08;02;13;05;06;00020;V;00013;V;00011;V;00008;V;00002;V;00005;V;00006;V;00021;V;00024;V;00024;V;00018;V;00012;V;00014;V;00013;V;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00007;V;00011;V;00005;V;00005;V
28;079;059;08;08;02;13;05;07;00003;V;00003;V;00002;V;00004;V;00004;V;00004;V;00012;V;00026;V;00021;V;00024;V;00019;V;00010;V;00005;V;00003;V;00002;V;00001;V;00001;V;00001;V;00002;V;00009;V;00011;V;00011;V;00010;V;00012;V
28;079;059;08;08;02;13;05;08;00010;V;00020;V;00030;V;00031;V;00027;V;00026;V;00019;V;00016;V;00011;V;00009;V;00014;V;00019;V;00009;V;00007;V;00004;V;00003;V;00005;V;00006;V;00010;V;00021;V;00015;V;00016;V;00015;V;00011;V
28;079;059;08;08;02;13;05;09;00012;V;00019;V;00026;V;00014;V;00003;V;00005;V;00011;V;00015;V;00010;V;00011;V;00011;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00010;V;00012;V;00008;V
28;079;059;08;08;02;13;05;10;00006;V;00005;V;00007;V;00007;V;00009;V;00016;V;00018;V;00010;V;00008;V;00005;V;00003;V;00004;N;00001;N;00010;V;00005;V;00004;V;00005;V;00005;V;00006;V;00007;V;00011;V;00017;V;00020;V;00021;V
28;079;059;08;08;02;13;05;11;00010;V;00015;V;00005;V;00003;V;00005;V;00002;V;00005;V;00010;V;00005;V;00006;V;00004;V;00002;V;00004;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00014;V;00005;V;00008;V
28;079;059;08;08;02;13;05;12;00013;V;00003;V;00002;V;00003;V;00002;V;00005;V;00002;V;00001;V;00001;V;00005;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00007;V;00027;V;00006;V;00005;V
28;079;059;08;08;02;13;05;13;00007;V;00007;V;00001;V;00001;V;00001;V;00004;V;00006;V;00012;V;00012;V;00009;V;00012;V;00006;V;00004;V;00004;V;00005;V;00005;V;00004;V;00003;V;00004;V;00004;V;00008;V;00031;V;00047;V;00039;V
28;079;059;08;08;02;13;05;14;00019;V;00001;V;00001;V;00002;V;00003;V;00004;V;00014;V;00022;V;00020;V;00010;V;00005;V;00003;V;00005;V;00003;V;00004;V;00004;V;00010;V;00018;V;00019;V;00018;V;00018;V;00013;V;00010;V;00010;V
28;079;059;08;08;02;13;05;15;00011;V;00011;V;00008;V;00006;V;00010;V;00013;V;00012;V;00012;V;00006;V;00006;V;00008;V;00006;V;00006;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V
28;079;059;08;08;02;13;05;16;00009;V;00007;V;00012;V;00014;V;00014;V;00018;V;00024;V;00016;V;00014;V;00009;V;00008;V;00002;V;00001;V;00001;V;00001;V;00001;V;00006;V;00008;V;00009;V;00007;V;00009;V;00012;V;00007;V;00003;V
28;079;059;08;08;02;13;05;17;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00005;V;00015;V;00019;V;00015;V;00008;V;00008;V;00009;V;00009;V;00013;V;00017;V;00014;V;00011;V;00007;V;00007;V;00008;V;00011;V;00013;V;00009;V
28;079;059;08;08;02;13;05;18;00007;V;00012;V;00007;V;00006;V;00004;V;00005;V;00005;V;00006;V;00007;V;00004;V;00001;V;00001;V;00002;V;00005;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00006;V;00007;V;00009;V
28;079;059;08;08;02;13;05;19;00007;V;00006;V;00003;V;00002;V;00001;V;00001;V;00002;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00001;V;00001;V;00003;V;00006;V;00006;V;00010;V;00014;V;00015;V
28;079;059;08;08;02;13;05;20;00016;V;00015;V;00008;V;00001;V;00001;V;00004;V;00011;V;00011;V;00008;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V;00004;V;00001;V;00002;V;00004;V;00012;V;00015;V;00020;V
28;079;059;08;08;02;13;05;21;00005;V;00006;V;00001;V;00001;V;00001;V;00004;V;00010;V;00015;V;00009;V;00003;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V;00005;V;00002;V
28;079;059;08;08;02;13;05;22;00003;V;00001;V;00003;V;00004;V;00006;V;00004;V;00004;V;00010;V;00007;V;00005;V;00006;V;00002;V;00002;V;00003;N;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00005;V;00002;V
28;079;059;08;08;02;13;05;23;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V;00013;V;00011;V;00003;V;00001;V;00001;V;00001;V;00003;V;00005;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00008;V;00003;V
28;079;059;08;08;02;13;05;24;00002;V;00001;V;00001;V;00001;V;00002;V;00004;V;00014;V;00013;V;00005;V;00002;V;00001;N;00019;N;00074;N;00015;V;00017;V;00012;V;00008;V;00005;V;00003;V;00008;V;00012;V;00013;V;00029;V;00016;V
28;079;059;08;08;02;13;05;25;00036;V;00045;V;00048;V;00052;V;00034;V;00041;V;00044;V;00041;V;00028;V;00014;V;00011;V;00008;V;00005;V;00007;V;00013;V;00013;V;00006;V;00003;V;00003;V;00002;V;00005;V;00007;V;00011;V;00023;V
28;079;059;08;08;02;13;05;26;00008;V;00009;V;00006;V;00005;V;00004;V;00004;V;00004;V;00008;V;00009;V;00013;V;00013;V;00003;V;00002;V;00003;V;00002;V;00004;V;00002;V;00003;V;00002;V;00004;V;00006;V;00010;V;00012;V;00017;V
28;079;059;08;08;02;13;05;27;00013;V;00014;V;00004;V;00003;V;00003;V;00010;V;00009;V;00042;V;00030;V;00031;V;00028;V;00009;V;00007;V;00007;V;00005;V;00006;V;00006;V;00012;V;00031;V;00030;V;00035;V;00043;V;00024;V;00019;V
28;079;059;08;08;02;13;05;28;00009;V;00007;V;00005;V;00004;V;00008;V;00007;V;00013;V;00040;V;00040;V;00024;V;00007;V;00006;V;00005;V;00004;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00004;V;00007;V;00013;V;00007;V
28;079;059;08;08;02;13;05;29;00004;V;00003;V;00001;V;00001;V;00001;V;00004;V;00013;V;00028;V;00017;V;00007;V;00004;V;00002;V;00002;V;00001;V;00002;V;00002;V;00003;V;00005;V;00006;V;00008;V;00009;V;00011;V;00004;V;00003;V
28;079;059;08;08;02;13;05;30;00005;V;00003;V;00002;V;00006;V;00005;V;00022;V;00021;V;00033;V;00022;V;00043;V;00036;V;00029;V;00014;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00006;V;00013;V;00011;V;00010;V
28;079;059;08;08;02;13;05;31;00011;V;00011;V;00008;V;00009;V;00029;V;00018;V;00044;V;00049;V;00020;V;00005;V;00002;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00001;V;00001;V;00001;V;00002;V;00004;V;00011;V;00011;V
28;079;059;14;06;02;13;05;01;00026;V;00032;V;00035;V;00047;V;00052;V;00059;V;00049;V;00031;V;00040;V;00054;V;00065;V;00077;V;00079;V;00082;V;00072;V;00086;V;00101;V;00107;V;00091;V;00097;V;00089;V;00063;V;00049;V;00038;V
28;079;059;14;06;02;13;05;02;00029;V;00034;V;00052;V;00042;V;00041;V;00039;V;00034;V;00021;V;00040;V;00051;V;00066;V;00084;V;00092;V;00097;V;00107;V;00110;V;00110;V;00108;V;00105;V;00106;V;00094;V;00085;V;00068;V;00056;V
28;079;059;14;06;02;13;05;03;00072;V;00076;V;00074;V;00072;V;00069;V;00076;V;00073;V;00059;V;00066;V;00077;V;00094;V;00102;V;00108;V;00114;V;00122;V;00125;V;00124;V;00124;V;00127;V;00119;V;00111;V;00096;V;00087;V;00087;V
28;079;059;14;06;02;13;05;04;00082;V;00080;V;00078;V;00075;V;00076;V;00068;V;00058;V;00057;V;00053;V;00061;V;00079;V;00103;V;00114;V;00120;V;00128;V;00132;V;00135;V;00142;V;00137;V;00136;V;00123;V;00101;V;00063;V;00058;V
28;079;059;14;06;02;13;05;05;00054;V;00062;V;00078;V;00075;V;00075;V;00065;V;00073;V;00053;V;00056;V;00075;V;00084;V;00092;V;00095;V;00105;V;00115;V;00121;V;00129;V;00133;V;00128;V;00119;V;00112;V;00072;V;00054;V;00038;V
28;079;059;14;06;02;13;05;06;00061;V;00064;V;00062;V;00059;V;00066;V;00057;V;00057;V;00029;V;00027;V;00028;V;00055;V;00076;V;00074;V;00090;V;00123;V;00125;V;00119;V;00114;V;00111;V;00108;V;00101;V;00093;V;00089;V;00087;V
28;079;059;14;06;02;13;05;07;00096;V;00092;V;00091;V;00085;V;00080;V;00075;V;00055;V;00029;V;00008;V;00019;V;00041;V;00060;V;00070;V;00079;V;00088;V;00081;V;00081;V;00079;V;00073;V;00061;V;00064;V;00066;V;00066;V;00054;V
28;079;059;14;06;02;13;05;08;00057;V;00027;V;00008;V;00007;V;00014;V;00006;V;00005;V;00006;V;00008;V;00017;V;00032;V;00039;V;00068;V;00080;V;00100;V;00097;V;00088;V;00085;V;00076;V;00058;V;00063;V;00069;V;00071;V;00075;V
28;079;059;14;06;02;13;05;09;00065;V;00040;V;00021;V;00029;V;00041;V;00036;V;00023;V;00007;V;00011;V;00020;V;00056;V;00080;V;00092;V;00089;V;00087;V;00076;V;00072;V;00064;V;00062;V;00057;V;00050;V;00039;V;00038;V;00052;V
28;079;059;14;06;02;13;05;10;00060;V;00057;V;00046;V;00040;V;00033;V;00021;V;00006;V;00007;V;00017;V;00038;V;00062;V;00057;N;00057;V;00081;V;00088;V;00091;V;00095;V;00096;V;00087;V;00080;V;00076;V;00066;V;00055;V;00045;V
28;079;059;14;06;02;13;05;11;00060;V;00047;V;00063;V;00070;V;00061;V;00061;V;00053;V;00040;V;00047;V;00056;V;00077;V;00090;V;00095;V;00104;V;00116;V;00120;V;00119;V;00116;V;00113;V;00112;V;00105;V;00082;V;00085;V;00082;V
28;079;059;14;06;02;13;05;12;00069;V;00081;V;00083;V;00078;V;00077;V;00074;V;00073;V;00074;V;00076;V;00075;V;00085;V;00093;V;00103;V;00106;V;00111;V;00117;V;00122;V;00129;V;00132;V;00132;V;00119;V;00075;V;00086;V;00089;V
28;079;059;14;06;02;13;05;13;00079;V;00084;V;00088;V;00083;V;00080;V;00073;V;00066;V;00051;V;00054;V;00060;V;00063;V;00080;V;00091;V;00102;V;00113;V;00121;V;00129;V;00135;V;00134;V;00126;V;00116;V;00063;V;00032;V;00032;V
28;079;059;14;06;02;13;05;14;00075;V;00109;V;00111;V;00099;V;00082;V;00077;V;00058;V;00047;V;00042;V;00074;V;00075;V;00078;V;00071;V;00086;V;00104;V;00117;V;00100;V;00083;V;00078;V;00083;V;00082;V;00094;V;00096;V;00090;V
28;079;059;14;06;02;13;05;15;00078;V;00067;V;00077;V;00072;V;00059;V;00042;V;00064;V;00056;V;00069;V;00068;V;00069;V;00078;V;00063;V;00085;V;00087;V;00088;V;00099;V;00103;V;00099;V;00098;V;00097;V;00092;V;00083;V;00071;V
28;079;059;14;06;02;13;05;16;00057;V;00064;V;00037;V;00039;V;00032;V;00023;V;00006;V;00011;V;00019;V;00032;V;00059;V;00091;V;00096;V;00098;V;00098;V;00095;V;00090;V;00093;V;00092;V;00089;V;00087;V;00080;V;00085;V;00091;V
28;079;059;14;06;02;13;05;17;00093;V;00089;V;00086;V;00085;V;00089;V;00087;V;00077;V;00058;V;00054;V;00066;V;00072;V;00072;V;00067;V;00070;V;00073;V;00080;V;00081;V;00083;V;00080;V;00075;V;00071;V;00061;V;00058;V;00062;V
28;079;059;14;06;02;13;05;18;00066;V;00058;V;00066;V;00069;V;00064;V;00065;V;00066;V;00065;V;00058;V;00064;V;00073;V;00078;V;00080;V;00073;V;00081;V;00093;V;00097;V;00100;V;00101;V;00102;V;00095;V;00093;V;00091;V;00082;V
28;079;059;14;06;02;13;05;19;00085;V;00090;V;00096;V;00093;V;00094;V;00098;V;00091;V;00085;V;00093;V;00094;V;00095;V;00100;V;00107;V;00107;V;00104;V;00102;V;00111;V;00110;V;00104;V;00093;V;00087;V;00075;V;00059;V;00045;V
28;079;059;14;06;02;13;05;20;00041;V;00045;V;00056;V;00072;V;00067;V;00058;V;00034;V;00029;V;00043;V;00059;V;00078;V;00103;V;00107;V;00112;V;00111;V;00098;V;00091;V;00108;V;00117;V;00105;V;00097;V;00066;V;00062;V;00042;V
28;079;059;14;06;02;13;05;21;00069;V;00061;V;00062;V;00063;V;00063;V;00055;V;00039;V;00039;V;00057;V;00073;V;00086;V;00094;V;00100;V;00106;V;00113;V;00118;V;00113;V;00116;V;00115;V;00110;V;00102;V;00092;V;00091;V;00097;V
28;079;059;14;06;02;13;05;22;00088;V;00085;V;00080;V;00081;V;00063;V;00060;V;00053;V;00038;V;00066;V;00070;V;00074;V;00100;V;00099;V;00119;M;00101;V;00120;V;00117;V;00113;V;00117;V;00103;V;00100;V;00094;V;00092;V;00098;V
28;079;059;14;06;02;13;05;23;00094;V;00090;V;00091;V;00094;V;00089;V;00081;V;00073;V;00053;V;00060;V;00076;V;00088;V;00093;V;00096;V;00090;V;00089;V;00094;V;00105;V;00108;V;00092;V;00088;V;00088;V;00081;V;00067;V;00076;V
28;079;059;14;06;02;13;05;24;00078;V;00075;V;00068;V;00062;V;00053;V;00046;V;00025;V;00030;V;00052;V;00061;V;00078;V;00085;V;00083;V;00082;V;00087;V;00101;V;00111;V;00112;V;00109;V;00100;V;00092;V;00086;V;00065;V;00068;V
28;079;059;14;06;02;13;05;25;00044;V;00036;V;00026;V;00011;V;00019;V;00013;V;00007;V;00021;V;00047;V;00073;V;00089;V;00098;V;00108;V;00112;V;00110;V;00112;V;00116;V;00110;V;00109;V;00110;V;00099;V;00094;V;00089;V;00072;V
28;079;059;14;06;02;13;05;26;00089;V;00079;V;00081;V;00079;V;00078;V;00076;V;00078;V;00071;V;00071;V;00070;V;00076;V;00093;V;00103;V;00101;V;00103;V;00109;V;00119;V;00121;V;00119;V;00116;V;00107;V;00093;V;00086;V;00070;V
28;079;059;14;06;02;13;05;27;00076;V;00075;V;00084;V;00077;V;00071;V;00058;V;00055;V;00022;V;00035;V;00043;V;00056;V;00083;V;00087;V;00101;V;00113;V;00111;V;00100;V;00090;V;00064;V;00063;V;00050;V;00036;V;00066;V;00069;V
28;079;059;14;06;02;13;05;28;00078;V;00076;V;00076;V;00073;V;00075;V;00080;V;00068;V;00039;V;00039;V;00057;V;00073;V;00076;V;00091;V;00098;V;00100;V;00101;V;00106;V;00106;V;00108;V;00104;V;00099;V;00092;V;00081;V;00087;V
28;079;059;14;06;02;13;05;29;00088;V;00086;V;00086;V;00085;V;00077;V;00066;V;00058;V;00050;V;00066;V;00079;V;00087;V;00095;V;00100;V;00104;V;00105;V;00109;V;00105;V;00099;V;00097;V;00092;V;00073;V;00063;V;00075;V;00073;V
28;079;059;14;06;02;13;05;30;00071;V;00075;V;00080;V;00067;V;00057;V;00039;V;00040;V;00038;V;00056;V;00034;V;00045;V;00056;V;00080;V;00093;V;00098;V;00107;V;00112;V;00111;V;00109;V;00107;V;00106;V;00094;V;00090;V;00081;V
28;079;059;14;06;02;13;05;31;00071;V;00065;V;00066;V;00059;V;00037;V;00050;V;00014;V;00014;V;00078;V;00113;V;00122;V;00124;V;00123;V;00127;V;00124;V;00129;V;00132;V;00132;V;00129;V;00127;V;00124;V;00119;V;00106;V;00097;V
28;079;060;07;08;02;13;05;01;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00002;V;00002;V;00002;V;00004;V;00007;V;00005;V;00006;V;00003;V;00002;V;00002;V;00001;V;00002;V;00002;V;00003;V;00002;V
28;079;060;07;08;02;13;05;02;00003;V;00013;V;00020;V;00002;V;00001;V;00001;V;00001;V;00003;V;00007;V;00005;V;00003;V;00002;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;060;07;08;02;13;05;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00010;V;00008;V;00004;V;00002;V;00003;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;060;07;08;02;13;05;04;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00004;V;00003;V;00002;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00001;V
28;079;060;07;08;02;13;05;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00004;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;060;07;08;02;13;05;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00022;V;00053;V;00034;V;00023;V;00008;V;00024;V;00014;V;00004;V;00004;V;00004;V;00005;V;00003;V;00005;V;00006;V;00003;V;00001;V;00002;V
28;079;060;07;08;02;13;05;07;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00011;V;00031;V;00038;V;00027;V;00009;V;00006;V;00007;V;00003;V;00004;V;00006;V;00008;V;00005;V;00006;V;00005;V;00003;V;00002;V;00001;V
28;079;060;07;08;02;13;05;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00045;V;00102;V;00095;V;00056;V;00030;V;00009;V;00007;V;00005;V;00004;V;00006;V;00009;V;00004;V;00004;V;00002;V;00005;V;00004;V;00001;V
28;079;060;07;08;02;13;05;09;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00020;V;00045;V;00019;V;00014;V;00005;V;00005;V;00004;V;00004;V;00003;V;00005;V;00007;V;00007;V;00005;V;00006;V;00008;V;00004;V;00001;V
28;079;060;07;08;02;13;05;10;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00027;V;00030;V;00026;V;00008;V;00012;V;00008;V;00004;V;00003;V;00004;V;00006;V;00006;V;00006;V;00006;V;00004;V;00008;V;00005;V;00003;V
28;079;060;07;08;02;13;05;11;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00006;V;00003;V;00003;V;00003;V;00003;V;00002;V;00001;V;00001;V;00003;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V
28;079;060;07;08;02;13;05;12;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00001;V
28;079;060;07;08;02;13;05;13;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00012;V;00034;V;00029;V;00010;V;00005;V;00004;V;00007;V;00006;V;00005;V;00004;V;00005;V;00004;V;00004;V;00005;V;00005;V;00001;V;00001;V
